ndb_patch,ndb_ufes_patch_label,ndb_ufes_patch_label_status,sab_patch_label,sab_patch_label_status,patch_label_agreement_status,current_reconstructed_patch_label,current_metadata_vs_complete_patch_label_status,final_validated_wsi_id,public_wsi_pseudonym,previous_reconstructed_ndb_origin_id,previous_public_ndb_wsi_match,pixel_containment_status,x,y,width,height,linkage_evidence_level,reviewer_status,notes,origin_audit_id,sab_origin_folder,sab_origin_folder_label_normalized,current_origin_label_from_patch_csv,current_origin_label_from_sab_origin_exact_match,ndb_ufes_patch_label_source,sab_patch_label_source,dataset_use_status,patch_vs_origin_plausibility_status,coordinate_status,sab_origin_width,sab_origin_height
p0936,without_dysplasia,available,without_dysplasia,available,agrees,with_dysplasia,disagrees,public_ndb_wsi_0050,public_ndb_wsi_0050,50.0,50.0,exact_pixel_match,1019,405,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0064,leucoplasia,broad_leukoplakia_unknown_dysplasia,with_dysplasia,with_dysplasia,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0937,without_dysplasia,available,without_dysplasia,available,agrees,with_dysplasia,disagrees,public_ndb_wsi_0050,public_ndb_wsi_0050,50.0,50.0,exact_pixel_match,970,735,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0064,leucoplasia,broad_leukoplakia_unknown_dysplasia,with_dysplasia,with_dysplasia,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0938,without_dysplasia,available,without_dysplasia,available,agrees,with_dysplasia,disagrees,public_ndb_wsi_0050,public_ndb_wsi_0050,50.0,50.0,exact_pixel_match,518,748,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0064,leucoplasia,broad_leukoplakia_unknown_dysplasia,with_dysplasia,with_dysplasia,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0939,without_dysplasia,available,without_dysplasia,available,agrees,with_dysplasia,disagrees,public_ndb_wsi_0050,public_ndb_wsi_0050,50.0,50.0,exact_pixel_match,962,73,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0064,leucoplasia,broad_leukoplakia_unknown_dysplasia,with_dysplasia,with_dysplasia,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0940,without_dysplasia,available,without_dysplasia,available,agrees,with_dysplasia,disagrees,public_ndb_wsi_0050,public_ndb_wsi_0050,50.0,50.0,exact_pixel_match,808,52,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0064,leucoplasia,broad_leukoplakia_unknown_dysplasia,with_dysplasia,with_dysplasia,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0941,without_dysplasia,available,without_dysplasia,available,agrees,with_dysplasia,disagrees,public_ndb_wsi_0050,public_ndb_wsi_0050,50.0,50.0,exact_pixel_match,1332,436,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0064,leucoplasia,broad_leukoplakia_unknown_dysplasia,with_dysplasia,with_dysplasia,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0942,without_dysplasia,available,without_dysplasia,available,agrees,with_dysplasia,disagrees,public_ndb_wsi_0050,public_ndb_wsi_0050,50.0,50.0,exact_pixel_match,1365,564,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0064,leucoplasia,broad_leukoplakia_unknown_dysplasia,with_dysplasia,with_dysplasia,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0943,without_dysplasia,available,without_dysplasia,available,agrees,with_dysplasia,disagrees,public_ndb_wsi_0050,public_ndb_wsi_0050,50.0,50.0,exact_pixel_match,1423,723,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0064,leucoplasia,broad_leukoplakia_unknown_dysplasia,with_dysplasia,with_dysplasia,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0944,without_dysplasia,available,without_dysplasia,available,agrees,with_dysplasia,disagrees,public_ndb_wsi_0050,public_ndb_wsi_0050,50.0,50.0,exact_pixel_match,805,369,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0064,leucoplasia,broad_leukoplakia_unknown_dysplasia,with_dysplasia,with_dysplasia,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0945,without_dysplasia,available,without_dysplasia,available,agrees,with_dysplasia,disagrees,public_ndb_wsi_0050,public_ndb_wsi_0050,50.0,50.0,exact_pixel_match,1372,763,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0064,leucoplasia,broad_leukoplakia_unknown_dysplasia,with_dysplasia,with_dysplasia,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0946,without_dysplasia,available,without_dysplasia,available,agrees,unknown,current_metadata_missing_patch,public_ndb_wsi_0056,public_ndb_wsi_0056,,56.0,exact_pixel_match,342,397,512,512,validated_exact_public_wsi,auto_validated_by_pixel_containment,,origin_audit_0073,leucoplasia,broad_leukoplakia_unknown_dysplasia,,with_dysplasia,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,requires_manual_review,plausible_but_origin_patch_disagreement,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0947,without_dysplasia,available,without_dysplasia,available,agrees,unknown,current_metadata_missing_patch,public_ndb_wsi_0056,public_ndb_wsi_0056,,56.0,exact_pixel_match,443,689,512,512,validated_exact_public_wsi,auto_validated_by_pixel_containment,,origin_audit_0073,leucoplasia,broad_leukoplakia_unknown_dysplasia,,with_dysplasia,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,requires_manual_review,plausible_but_origin_patch_disagreement,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0948,without_dysplasia,available,without_dysplasia,available,agrees,unknown,current_metadata_missing_patch,public_ndb_wsi_0054,public_ndb_wsi_0054,,54.0,exact_pixel_match,584,1021,512,512,validated_exact_public_wsi,auto_validated_by_pixel_containment,,origin_audit_0074,leucoplasia,broad_leukoplakia_unknown_dysplasia,,with_dysplasia,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,requires_manual_review,plausible_but_origin_patch_disagreement,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0949,without_dysplasia,available,without_dysplasia,available,agrees,with_dysplasia,disagrees,public_ndb_wsi_0054,public_ndb_wsi_0054,54.0,54.0,exact_pixel_match,677,65,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0074,leucoplasia,broad_leukoplakia_unknown_dysplasia,with_dysplasia,with_dysplasia,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0950,without_dysplasia,available,without_dysplasia,available,agrees,with_dysplasia,disagrees,public_ndb_wsi_0055,public_ndb_wsi_0055,55.0,55.0,exact_pixel_match,501,304,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0075,leucoplasia,broad_leukoplakia_unknown_dysplasia,with_dysplasia,with_dysplasia,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0951,without_dysplasia,available,without_dysplasia,available,agrees,with_dysplasia,disagrees,public_ndb_wsi_0055,public_ndb_wsi_0055,55.0,55.0,exact_pixel_match,961,199,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0075,leucoplasia,broad_leukoplakia_unknown_dysplasia,with_dysplasia,with_dysplasia,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0952,without_dysplasia,available,without_dysplasia,available,agrees,with_dysplasia,disagrees,public_ndb_wsi_0055,public_ndb_wsi_0055,55.0,55.0,exact_pixel_match,821,439,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0075,leucoplasia,broad_leukoplakia_unknown_dysplasia,with_dysplasia,with_dysplasia,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0953,without_dysplasia,available,without_dysplasia,available,agrees,with_dysplasia,disagrees,public_ndb_wsi_0055,public_ndb_wsi_0055,55.0,55.0,exact_pixel_match,866,235,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0075,leucoplasia,broad_leukoplakia_unknown_dysplasia,with_dysplasia,with_dysplasia,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0954,without_dysplasia,available,without_dysplasia,available,agrees,with_dysplasia,disagrees,public_ndb_wsi_0055,public_ndb_wsi_0055,55.0,55.0,exact_pixel_match,50,641,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0075,leucoplasia,broad_leukoplakia_unknown_dysplasia,with_dysplasia,with_dysplasia,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0955,without_dysplasia,available,without_dysplasia,available,agrees,with_dysplasia,disagrees,public_ndb_wsi_0055,public_ndb_wsi_0055,55.0,55.0,exact_pixel_match,549,523,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0075,leucoplasia,broad_leukoplakia_unknown_dysplasia,with_dysplasia,with_dysplasia,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0956,without_dysplasia,available,without_dysplasia,available,agrees,with_dysplasia,disagrees,public_ndb_wsi_0055,public_ndb_wsi_0055,55.0,55.0,exact_pixel_match,688,300,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0075,leucoplasia,broad_leukoplakia_unknown_dysplasia,with_dysplasia,with_dysplasia,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0957,without_dysplasia,available,without_dysplasia,available,agrees,with_dysplasia,disagrees,public_ndb_wsi_0055,public_ndb_wsi_0055,55.0,55.0,exact_pixel_match,648,391,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0075,leucoplasia,broad_leukoplakia_unknown_dysplasia,with_dysplasia,with_dysplasia,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0958,without_dysplasia,available,without_dysplasia,available,agrees,with_dysplasia,disagrees,public_ndb_wsi_0055,public_ndb_wsi_0055,55.0,55.0,exact_pixel_match,54,263,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0075,leucoplasia,broad_leukoplakia_unknown_dysplasia,with_dysplasia,with_dysplasia,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0959,without_dysplasia,available,without_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0063,public_ndb_wsi_0063,63.0,63.0,exact_pixel_match,1139,980,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0076,leucoplasia,broad_leukoplakia_unknown_dysplasia,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0960,without_dysplasia,available,without_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0063,public_ndb_wsi_0063,63.0,63.0,exact_pixel_match,1480,434,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0076,leucoplasia,broad_leukoplakia_unknown_dysplasia,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0961,without_dysplasia,available,without_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0063,public_ndb_wsi_0063,63.0,63.0,exact_pixel_match,1499,955,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0076,leucoplasia,broad_leukoplakia_unknown_dysplasia,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0962,without_dysplasia,available,without_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0063,public_ndb_wsi_0063,63.0,63.0,exact_pixel_match,1030,1019,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0076,leucoplasia,broad_leukoplakia_unknown_dysplasia,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0963,without_dysplasia,available,without_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0058,public_ndb_wsi_0058,58.0,58.0,exact_pixel_match,279,226,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0077,leucoplasia,broad_leukoplakia_unknown_dysplasia,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0964,without_dysplasia,available,without_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0058,public_ndb_wsi_0058,58.0,58.0,exact_pixel_match,215,49,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0077,leucoplasia,broad_leukoplakia_unknown_dysplasia,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0965,without_dysplasia,available,without_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0058,public_ndb_wsi_0058,58.0,58.0,exact_pixel_match,517,590,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0077,leucoplasia,broad_leukoplakia_unknown_dysplasia,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0966,without_dysplasia,available,without_dysplasia,available,agrees,unknown,current_metadata_missing_patch,public_ndb_wsi_0059,public_ndb_wsi_0059,,59.0,exact_pixel_match,58,356,512,512,validated_exact_public_wsi,auto_validated_by_pixel_containment,,origin_audit_0078,leucoplasia,broad_leukoplakia_unknown_dysplasia,,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,requires_manual_review,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0967,without_dysplasia,available,without_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0060,public_ndb_wsi_0060,60.0,60.0,exact_pixel_match,1018,831,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0079,leucoplasia,broad_leukoplakia_unknown_dysplasia,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0968,without_dysplasia,available,without_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0060,public_ndb_wsi_0060,60.0,60.0,exact_pixel_match,868,21,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0079,leucoplasia,broad_leukoplakia_unknown_dysplasia,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0969,without_dysplasia,available,without_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0060,public_ndb_wsi_0060,60.0,60.0,exact_pixel_match,761,276,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0079,leucoplasia,broad_leukoplakia_unknown_dysplasia,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0970,without_dysplasia,available,without_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0060,public_ndb_wsi_0060,60.0,60.0,exact_pixel_match,881,625,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0079,leucoplasia,broad_leukoplakia_unknown_dysplasia,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0971,without_dysplasia,available,without_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0060,public_ndb_wsi_0060,60.0,60.0,exact_pixel_match,927,722,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0079,leucoplasia,broad_leukoplakia_unknown_dysplasia,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0972,without_dysplasia,available,without_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0061,public_ndb_wsi_0061,61.0,61.0,exact_pixel_match,299,785,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0081,leucoplasia,broad_leukoplakia_unknown_dysplasia,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0973,without_dysplasia,available,without_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0061,public_ndb_wsi_0061,61.0,61.0,exact_pixel_match,215,797,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0081,leucoplasia,broad_leukoplakia_unknown_dysplasia,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0974,without_dysplasia,available,without_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0061,public_ndb_wsi_0061,61.0,61.0,exact_pixel_match,397,693,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0081,leucoplasia,broad_leukoplakia_unknown_dysplasia,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0975,without_dysplasia,available,without_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0061,public_ndb_wsi_0061,61.0,61.0,exact_pixel_match,626,56,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0081,leucoplasia,broad_leukoplakia_unknown_dysplasia,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0976,without_dysplasia,available,without_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0061,public_ndb_wsi_0061,61.0,61.0,exact_pixel_match,1428,215,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0081,leucoplasia,broad_leukoplakia_unknown_dysplasia,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0977,without_dysplasia,available,without_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0061,public_ndb_wsi_0061,61.0,61.0,exact_pixel_match,1470,937,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0081,leucoplasia,broad_leukoplakia_unknown_dysplasia,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0978,without_dysplasia,available,without_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0061,public_ndb_wsi_0061,61.0,61.0,exact_pixel_match,425,106,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0081,leucoplasia,broad_leukoplakia_unknown_dysplasia,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0979,without_dysplasia,available,without_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0061,public_ndb_wsi_0061,61.0,61.0,exact_pixel_match,1379,728,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0081,leucoplasia,broad_leukoplakia_unknown_dysplasia,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0980,without_dysplasia,available,without_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0061,public_ndb_wsi_0061,61.0,61.0,exact_pixel_match,573,153,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0081,leucoplasia,broad_leukoplakia_unknown_dysplasia,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0981,without_dysplasia,available,without_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0061,public_ndb_wsi_0061,61.0,61.0,exact_pixel_match,651,159,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0081,leucoplasia,broad_leukoplakia_unknown_dysplasia,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p0982,without_dysplasia,available,without_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0064,public_ndb_wsi_0064,64.0,64.0,exact_pixel_match,1483,883,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0082,leucoplasia,broad_leukoplakia_unknown_dysplasia,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
